feature1,feature2,G,Y
1.2417853825280818,2.3154438688291035,0,0
-0.3456607529279616,4.773541601175326,0,0
1.6192213452517312,-3.496418934547853,0,0
3.8075746410200635,1.4074230917264272,0,0
-0.5853834368083399,-1.6266064228045674,0,0
-0.5853423923729514,-1.2178134594117402,0,0
3.9480320387684786,-1.4809848105971728,0,0
1.918586822882272,-2.15997692419954,0,0
-1.1736859648373803,0.12130406986206749,0,0
1.3564001089649116,-2.0773752910275944,0,0
-1.1585442320311556,0.676142064449597,0,0
-1.164324383925642,-0.1255952736228424,0,0
0.6049056789150853,-0.5973701171660244,0,0
-4.783200611644495,-2.268909155103995,0,0
-4.312294581282582,-1.4419283264208318,0,0
-1.4057188231024318,1.88847806456439,0,0
-2.5320778008360594,1.2522929690609519,0,0
0.7856183314881847,-2.443888111996378,0,0
-2.2700601888030274,0.2483307635730647,0,0
-3.530759253338229,1.8784678084294726,0,0
3.664121922303885,-4.173513202803429,0,0
-0.5644407512163392,1.3584004809498376,0,0
0.1688205117198096,-1.6565593973646167,0,0
-3.5618704655336417,1.4264966714828984,0,0
-1.3609568113129566,-1.9081478913562921,0,0
0.2773064742746652,-4.512205251661298,0,0
-2.877483943555757,-4.068856094707907,0,0
0.9392450458641799,0.12021236665345499,0,0
-1.5015967247970123,0.6493062543037047,0,0
-0.729234374483192,-2.2607915627610216,0,0
-1.5042665305734924,1.5964811469434348,0,0
4.630695461272344,-4.1538001556724,0,0
-0.033743061844834804,-0.16519949661829142,0,0
-2.644277322389751,-3.0275404994061414,0,0
2.0563622802579724,-1.6295902695053979,0,0
-3.0521091249275556,0.11849667829103504,0,0
0.5221589875118885,-2.151033413209881,0,0
-4.899175309699439,-0.9613888605745634,0,0
-3.3204651222460764,2.5157320230361013,0,0
0.4921530896728088,-1.442229673807872,0,0
1.8461664499885262,2.0892302801628544,0,0
0.42842070297492624,-2.8242671366440453,0,0
-0.2891207059706013,1.324510444788207,0,0
-0.752759238973222,3.603921551644751,0,0
-3.6963049759185687,-6.179111250318224,0,0
-1.7996105209867717,-1.992238138676192,0,0
-1.1515969273994688,1.44268031795135,0,0
2.642805565547289,-0.5076134651074817,0,0
0.8590457239211535,0.9278646834282721,0,0
-4.407600388406835,-1.5099629667895513,0,0
0.8102099234869875,0.2164744686822498,0,0
-0.9627057010407913,-0.3891930884801987,0,0
-1.6923050007648968,2.919455154149518,0,0
1.5291907221021697,0.6360521082530328,0,0
2.5774988062398774,0.8440066551880054,0,0
2.3282002977904965,-1.0296924153061684,0,0
-2.0980438080565964,-1.2190155601812338,0,0
-0.7730309396280365,-1.0813954695490522,0,0
0.8281585785089098,0.9861303559457422,0,0
2.438862817805898,-1.0524612020506574,0,0
-1.1979355946132249,0.7244371422410323,0,0
-0.4641474416595428,5.1885019966135975,0,0
-2.7658374350150705,2.1778117585792307,0,0
-2.990516560201677,-0.8150588304196028,0,0
2.031314555985495,3.003034805409862,0,0
3.390600071427057,-1.0201884325538786,0,0
-0.1800253039508346,-5.095311337944635,0,0
2.50883224473006,-2.5202157772935103,0,0
0.9040900626190853,-4.676979802564639,0,0
-1.6127993865128107,-0.8787837101032716,0,0
0.9034890137710349,0.046045947973879245,0,0
3.845091416164923,4.191093280688206,0,0
-0.08956509777487884,0.8173184344104066,0,0
3.9116091395350154,-0.5477513220221606,0,0
-6.549362760224361,2.0735139529587228,0,0
2.0547562609380594,-5.527838272519713,0,0
0.21761767059542805,0.5890363952714148,0,0
-0.7475183761646687,1.927162984717417,0,0
0.22940194133875574,-3.696465614449604,0,0
-4.968922286502232,2.8593851080173227,0,0
-0.5491797195937799,0.8462410187360353,0,0
0.8927814287793661,-1.0382197847520032,0,0
3.6947351118537903,1.5819546652657122,0,0
-1.2956755456841185,5.676732144510989,0,0
-2.021234007232969,0.4546656376462379,0,0
-1.2543926089613413,0.6205514657508402,0,0
2.2885052942551853,-1.1484022488506103,0,0
0.8218777741492111,-2.1246109236619795,0,0
-1.324400509417597,2.075839541360614,0,0
1.2831685827833903,-2.140209564772168,0,0
0.24269387337010095,0.17891559304848118,0,0
2.421612476332223,-1.1941436169127917,0,0
-1.755132734693381,1.1974495643659797,0,0
-0.8191553664944206,0.8341552632173708,0,0
-0.980270382830394,2.593849860644748,0,0
-3.6587873703302964,-1.2750409971368675,0,0
0.7403006926614402,-0.6746873382334282,0,0
0.6526381804497233,-2.4469092894557685,0,0
0.012783641606152224,-1.110733150190279,0,0
-0.5864678334378672,0.9432512326121305,0,0
-3.5384268551260356,1.8924715416133797,0,0
-1.0516133069133975,-2.3054133104440635,0,0
-0.8567862913169237,2.1740148002641506,0,0
-2.0056931730540475,3.389094647012377,0,0
-0.40321427916502284,1.0335872580592522,0,0
1.010127142036346,4.691989531395165,0,0
4.715464753026326,-1.9344729977589326,0,0
0.4364445320795974,-3.1116367582785425,0,0
0.6438759768069109,-4.446800622260697,0,0
-0.18611478941541804,3.7401107787229577,0,0
-4.796928038247604,1.6359141408851443,0,0
-0.0662846886230422,-0.13896167727613767,0,0
0.1505755248525661,0.6999215657995507,0,0
6.158105281213215,-2.8137226182459414,0,0
-0.4809024119528063,6.114379949042066,0,0
0.7538683558340311,0.32305295493806874,0,0
-0.08677942426310828,0.27348698651223224,0,0
-2.92169509404883,1.8144165597467299,0,0
2.8570570362875514,1.2025230793417832,0,0
1.8798325817169355,0.5597100606978285,0,0
1.9775798676076173,-1.9761861386132797,0,0
-2.2734686369868475,1.1786708928399894,0,0
3.506985777340248,4.705061241187584,0,0
-3.504627656980702,3.363550115387444,0,0
1.4671427345006758,3.982966566598493,0,0
5.476139064524946,-1.278039191077963,0,0
-2.476340812826721,-2.474012050646452,0,0
-1.4157443240069298,-0.3144673002491204,0,0
0.24912841271910305,0.13931228072173651,0,0
-1.258689135290498,2.735478796177371,0,0
-3.8766585776653315,-4.231161574287048,0,0
0.17140743701506833,3.8238757986515344,0,0
-2.655759284315262,-0.39501974644747356,0,0
1.183981076587954,-1.0672026748685501,0,0
-2.2985605855845077,-2.530260938150419,0,0
3.874836012543849,-4.137141679664423,0,0
-1.9581332308405928,2.0579264599047864,0,0
-0.805153790514189,0.18329491797100972,0,0
2.033793043424174,-3.2249022493526347,0,0
-3.077160791084888,-3.23769693015904,0,0
0.5686498365103235,-0.8394617482253206,0,0
3.2678568857060704,4.172553813223482,0,0
-4.018708086403069,-0.648978378409012,0,0
0.4615846463307605,-3.7578573827952653,0,0
0.6497069856210589,-0.6143576602148608,0,0
1.954557179443276,-0.6818089243691762,0,0
-3.092376777195205,-6.742216607353929,0,0
-3.301141532710691,-0.13573716629453053,0,0
1.3048539140422442,-0.5773363255216949,0,0
0.7424616830829651,1.7405159120335458,0,0
0.6262321258646913,4.622390237363363,0,0
0.8661205237424392,2.8164125738693935,0,0
-1.700061803946227,-0.6722217263870764,0,0
0.5806342429025089,-2.7663147718541756,0,0
0.7326811832467031,6.433399508124651,0,0
-1.7858785450659196,0.14804608503622063,0,0
4.664436277861891,0.03482322978236551,0,0
1.1845823022794688,-0.06031271777500819,0,0
-2.9782587430066214,0.4952119019196374,0,0
1.6413840215845743,-0.36090102980985617,0,0
-2.4367041755683037,-1.4341550172005908,0,0
1.9677115093561302,-1.3671473531009803,0,0
2.89648894751851,-0.08188317553999597,0,0
-2.0517057958792764,-1.3585619278344123,0,0
2.4084403231108045,-1.782114456692911,0,0
1.0319523173412457,0.26607556922974207,0,0
2.055150399986225,-0.6374430435521382,0,0
4.741982456634869,3.7599824714567216,0,0
-0.6134702900071762,-6.6274245209825295,0,0
-1.8843404108937238,2.7287671298061547,0,0
-2.223786074063808,3.1152129812440728,0,0
-2.039525712413596,-5.183475581020374,0,0
-0.1927542735352605,-0.8567189852008719,0,0
0.8528799370416097,-0.9286021649894787,0,0
0.6917269983250476,-3.518779236794553,0,0
2.0679581225900594,-1.9445417189771883,0,0
0.032504729694767545,-2.776439613664572,0,0
3.633835192893292,4.380676108559057,0,0
-0.6616420830948901,2.339195982868653,0,0
6.800422916474047,3.1788877374853968,0,0
1.5641683694125155,1.8041801601080878,0,0
-2.1428938910407065,-2.822629428043073,0,0
-2.6772312451527807,-1.3113006656994342,0,0
1.2061810381079632,1.223436403069795,0,0
-0.5586569633146272,-3.0553195222298637,0,0
1.78500123523023,1.7824960754309702,0,0
1.183094061433862,-0.6008134953953376,0,0
-0.18207228164218192,-0.9370520188739938,0,0
-2.1169842951710125,1.7773999205087287,0,0
-3.7871180617146614,1.1106582787150994,0,0
-1.1162873801675528,-0.9024154145476998,0,0
2.140996985808681,2.89832450841062,0,0
0.5352343603255099,-2.7026583189997435,0,0
-3.1143469467799703,1.5398390173606593,0,0
0.432952314627955,1.4827531449209594,0,0
0.9632934493220919,-0.7738660982849757,0,0
-2.2096435905028327,0.8153325556052949,0,0
0.38431276486381977,-3.1277839409632575,0,0
0.14552179611499974,2.3100675480172526,0,0
-2.857425744576558,-0.4622553411074726,0,0
0.8944684008707082,-1.3068075512975987,0,0
1.401961315920586,2.6225230645922233,0,0
2.7076281079381923,-1.760859226356898,0,0
2.6345051300872573,-3.521153240908899,0,0
-3.444173419892728,-3.8915729338097593,0,0
-2.344562599787807,1.5150248783640992,0,0
1.2875881680216494,-3.2010733812407075,0,0
1.284464877280522,4.386985454960912,0,0
1.2876192157651198,-5.204823519709305,0,0
9.631828726636803,4.241140920725096,0,0
1.4272262767329176,0.5275436680065461,0,0
2.8389141004514973,-0.24178277967598097,0,0
2.385004408733006,-1.3622977170223742,0,0
1.628478128264495,0.9978402858801771,0,0
-0.788173111600864,-0.09408675606212091,0,0
1.8974230512331687,2.7582547050413035,0,0
-1.9320630363439295,0.2855691216550991,0,0
-0.5920465168500222,0.375754403654694,0,0
-1.2134088695727587,-0.9090305305346397,0,0
0.20468534846580638,-0.14236405930266866,0,0
5.786646416683771,0.7695044222301479,0,0
-4.66816298147937,-4.275420981641564,0,0
1.7156504759362836,-3.3704635552642825,0,0
-4.031789677974129,1.8581602350567874,0,0
-1.1798296644735837,0.42716359531985465,0,0
2.722376492418415,-0.45995834088169785,0,0
0.16070004773865693,0.0460848326634829,0,0
-2.694361944823265,0.8689542634041776,0,0
-1.7882592731499205,-1.3493992007734037,0,0
1.6989943723366896,-1.9457618135057817,0,0
-1.8259165792928416,0.4896131377442039,0,0
0.5411464739549372,-2.44593194403758,0,0
0.11392959975953446,1.0206318892861796,0,0
-1.6290008690145428,-4.256459010594601,0,0
5.359860223313314,2.5728890933141093,0,0
1.584797555795028,1.1814937060326076,0,0
-5.062856466644018,0.6400743357846892,0,0
0.4661357869235691,2.4567274598637847,0,0
-1.65446616192097,4.163686111156442,0,0
2.1310833369905597,2.5359251625453263,0,0
-1.9813018460817515,-4.602185578329113,0,0
-0.2868411036672475,-3.198942416839254,0,0
1.262468197451143,-1.562046444239197,0,0
2.1643879854253036,0.06522762552708447,0,0
-3.0007410176394407,1.2941475511728076,0,0
-0.836253089602371,-1.814359532883664,0,0
-1.1873632779023904,0.4669169111926958,0,0
-1.6333230814342796,-1.8884573308833064,0,0
4.413635600702742,-1.5287945074798706,0,0
1.0124542774023888,-3.516652742120556,0,0
-3.152209885837613,-2.3080831152772605,0,0
2.29465486763694,-3.379211514040834,0,0
5.305390492531583,-2.439683132443332,0,0
2.5811631513778672,2.634104491519599,0,0
-3.7984249148850333,-2.3734972220798576,0,0
-1.2105851821656284,6.580955162093477,0,0
3.1672778729665567,1.233294752202223,0,0
-1.769173664046952,0.46209030923718475,0,0
1.109548570365571,-2.1458944504530337,0,0
1.936585133573342,1.7507746985224784,0,0
-2.3173261789452075,-1.4390945655944347,0,0
-0.1488133901545002,0.3050245366134036,0,0
-8.103168350172682,6.400211345671987,0,0
-2.5609691033357245,-0.2401497493116247,0,0
-0.6314203784829008,2.8731833157141895,0,0
-3.1194579549121237,-1.7579410628147185,0,0
4.081028259829088,-0.08747122624240425,0,0
-3.5753534449015816,4.427001589088775,0,0
-1.1001112167424594,-1.5674176444694186,0,0
0.32685144321522835,4.531121394992322,0,0
3.603183222665289,1.7693798386386885,0,0
-3.5896553779485982,-1.406166939735669,0,0
2.907909380387399,1.5810193476388024,0,0
0.025582652548967622,2.4313861240668246,0,0
-2.4537716276198775,1.554524905542991,0,0
1.1552586856581768,-3.925561799726141,0,0
0.4976492389336751,-1.8178429395621714,0,0
-1.5005421928969866,-0.6187965888787619,0,0
0.1745052124750473,-0.18608357275011572,0,0
-0.9632839921544005,1.551680243876695,0,0
0.2837933631281201,0.44425250233313457,0,0
1.6553266863026166,-3.338360896775253,0,0
3.96504204036338,0.950494627514908,0,0
-3.094538747067123,1.5264643632095578,0,0
5.332583436640666,1.3994761198275996,0,0
-4.880219498806254,2.7019518138865544,0,0
-0.3794627375889583,2.08480538637226,0,0
1.4707930162114413,1.1479501980710918,0,0
0.7024796693375817,-0.17541427864661757,0,0
-1.5567487995514844,-4.152402333789978,0,0
-0.5203056258931881,1.0740455478314646,0,0
-1.232502336647082,0.5192192179077779,0,0
-1.4734118923605288,0.6789470929884336,0,0
2.1240052425525615,-3.1918714395507735,0,0
0.8925387149126184,-2.702641351020656,0,0
-1.7322739881516356,2.632882133332259,0,0
2.248999688583127,-0.0988878846416376,0,0
0.7682488021915234,1.703751743431561,0,0
2.0321552970974004,0.07079594032615293,0,0
1.5740721048090305,0.07439034873936297,0,0
-2.0724875273051806,2.345709514939994,0,0
-1.4004526004924238,-1.2901118205434348,0,0
1.8682340128081545,0.24030194235245841,0,0
1.5259256635836622,-1.155688221762606,0,0
-0.05225398491037033,-1.086240568580789,0,0
0.29331845827195496,-0.7729303086715984,0,0
3.194162239471062,0.5553344290842821,0,0
-1.4789284720895748,-1.1968715541586934,0,0
1.3677434529250947,3.139390313933802,0,0
-0.5054816310847352,-2.2365182555487597,0,0
-0.5442030080680507,-0.4671791104033976,0,0
2.7469421299679753,-1.0993276456854373,0,0
2.0635408724700746,3.617444710884332,0,0
2.033774090001596,0.49138694127893656,0,0
3.2636970178858227,2.579611348671587,0,0
0.05250960408189762,-3.7139009325924297,0,0
1.7048824282374098,0.6676256646731471,0,0
-0.7756668914836401,2.2240769890585925,0,0
0.8104158812211053,0.20570997318856046,0,0
-0.32535763591921146,2.663700937663378,0,0
0.24248991248179547,-1.2932211252509305,0,0
1.487892563592284,3.5233686004639497,0,0
-2.045551708083681,5.747245309048125,0,0
5.230968189213651,-0.9070964010991477,0,0
-2.515043453749255,-1.1137563035019296,0,0
-3.03547153196933,3.633461192794252,0,0
2.8952771837501694,3.948930364326781,0,0
