feature1,feature2,G,Y
0.8615729050500563,0.9652549727954374,0,0
0.23759750754153142,0.5014542361700683,0,0
0.11338497558410979,0.7987046266847628,0,0
0.21419216137144192,0.879967885115614,0,0
0.5839170256796925,0.9848523383832117,0,0
0.004861388409815066,0.36036635920406784,0,0
0.5749878745050463,0.13727011908895295,0,0
4.951826916756055e-4,0.4999498152175319,0,0
0.5498811049987833,0.022121726791348505,0,0
0.011143577909566027,0.592585613607902,0,0
0.9919926751781503,0.01653409581746422,0,0
0.7094911681744573,0.8196856734666859,0,0
0.6048809504277229,0.5417722412049089,0,0
0.11234407387771474,0.568297283672937,0,0
0.7131110411071924,0.8072132388678341,0,0
0.999945415500212,0.5234772564794297,0,0
0.7276711495117865,0.7910356534900086,0,0
0.6340008561371562,0.8250978969031301,0,0
0.7998647910259898,0.8012755614256546,0,0
0.6949914638959587,0.09336628646191891,0,0
0.1850394893772456,0.9718674007836985,0,0
0.8890074972497526,0.5324295395469347,0,0
0.0910927202351582,0.9958868241550037,0,0
0.030344102224542962,0.7060608563165842,0,0
0.16379059579245805,0.818768362141674,0,0
0.9979862707123713,0.5061929062521701,0,0
0.9291504661058205,0.8487359306098633,0,0
0.942951771163057,0.6366800722561717,0,0
0.999936842791779,0.9733784005501733,0,0
0.4712084897846767,0.3724985585586154,0,0
0.3410265474523238,0.7621728991483205,0,0
0.7611815269631093,0.12865681020366856,0,0
0.07705991121765599,0.006721974994614322,0,0
0.9149035271742626,0.9647725088209059,0,0
0.9913100261652584,0.18775115866721373,0,0
0.19890744091618834,0.43265073283645045,0,0
0.8003761520467843,0.049151345446601755,0,0
0.10588687871782382,0.6759253705130367,0,0
0.2626412957910331,0.059799681460587256,0,0
0.9290091429967551,0.9982226629683205,0,0
0.1100301655549324,0.0022740317441886553,0,0
0.42884143020734233,0.6181505261528107,0,0
0.29199880240294557,0.9937153108874713,0,0
0.0985448627558144,0.10999404956670521,0,0
0.42878489679313053,0.5050708944765492,0,0
0.9999980879979584,0.38133581487674884,0,0
0.28647321747330146,0.23427084349950547,0,0
